review_id,movie_id,summary,content,ground_truth_subjectivity,ground_truth_polarity,sarcasm_score,sarcasm_label,sarcasm_triggers
rw3139132,tt2015381,Utter boredom,"I wish Hollywood would donate the tremendous amount of money they spent on this film to one village in Africa. Complete and utter mediocre garbage. Even the special effects, which are supposed to be driving movies like that are mediocre. The landscapes, fight scenes are okay, but the CGI characters? Is it so hard to give some detail to expressions in this day and age?  This looked like a cartoon (in a bad way) Boring, one dimensional characters and a bunch of people running around in crazy makeup and painted faces.   Terrible, just terrible...",SUBJECTIVE,NEGATIVE,0.125,not_sarcastic,multiple_question_marks
rw3702806,tt3896198,Geared towards children and pre-teens.,"If you liked the first guardians of the galaxy, then i suggest not seeing the 2nd one in theaters, you will be disappointed. They had some cool concepts, but the way they tried to administer them was less than sub-par. Normally Marvel can handle a sequel pretty well, but this one, not so much. However, if you're in the ages of 9-13 then you may enjoy the failed humor attempts regardless. Would have been much more pleased with it as a rental. Like many reviews stating the truth, it felt like fast and the furious's remake formula met Marvel, or a comparison for the gamers here, it felt like a Call of Duty sequel. This movie didn't feel natural, and instead felt very very trying.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw6371296,tt3896198,"The perfect example of ""more is less"".","More battles! More quips! More cameos! More CGI! It all adds up to a tedious 2 hours and 16 minutes. Don't get me wrong, with a cast this talented, there are going to be SOME entertaining moments, so I guess the only person to blame is the director. I realize that James Gunn directed both movies, but he must have used up all of his mojo on number one. The ""humorous"" quips are flat and lifeless and the big battle scenes fit the standard mode of loud and confusing. The main feeling I had after watching this movie was a strong desire to go back and re-watch the first one.",SUBJECTIVE,NEGATIVE,0.125,not_sarcastic,all_caps_emphasis
rw3700791,tt3896198,Disappointing.... this movie cares more about jokes than a good plot,"***Potential Spoilers***  +Visuals were okay but not that great at some point it kinda looked animated   +Acting was perfect   -but the plot was Horrible   -Some of the comedy sequences felt Forced  -Villian was underwhelming   -Overacting -Pacing issues  Marvel overused their formula in this one & it just felt Choppy & bloated there are jokes but by jokes i mean there are too many if you are fan of Forced ripoff jokes then this movie is for you there wasn't even much action You have a guy name Drax the Destroyer but you given him only one Action sequence Come'on **Spoilers* Nebula tries to kills herself to kill Gamora, and later on both of them forgive each other ? It just felt messy   The only thing i learned from GOTG 2 is that never go with high expectation while seeing a movie",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw9033225,tt6791350,Marvel Decline Continues,"I don't know what movie people leaving the high reviews saw but it wasn't Guardians. This installment takes everything that worked in previous Guardian movies and throws it away. Terrible story line, poorly timed bad (and not ""good bad"") jokes and don't even get me started on Adam Warlock. His character was so lame. Some of the costume choices are beyond bad. The movie as a whole was just bad. I don't want to give anything away but in short it was bad.  Do yourself a favor and wait for this to come out online. At least that way you can turn it off once you have had enough. I had high hopes for this film. I wanted it to be awesome. I was hoping the decline in the MCU would have ended or at least taken a break, but sadly I was let down.  I am done paying movie ticket prices for Marvel films. I will just wait for them to hit streaming until Disney fixes Marvel.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw9037256,tt6791350,I fear what DC will be.,"I fear what the future of DC movies will be. If James Gunn does this to DC, then don't bother seeing any of the upcoming films. Too much CGI, too much goofiness, bad story. Rocket was the best part of the movie. I felt as if my time was stolen from me and I was misled by everyone who said this was a good movie. I don't understand why it's so hard to make a good film in this genre. So many of these titles have a long history of excellent stories but Hollywood types take them and try to put their own spin on them and ruin them. A good film requires more than a good sound track. If this is the future of the genre then it is on its way out.",SUBJECTIVE,NEGATIVE,0.875,sarcastic,"phrase:\bas if\b, positive_negative_conflict, contrast_flip"
rw9065754,tt6791350,Terrible way to finish off a series of films.,Really disappointed in how this series of films ended.  The spaceship they used sucked.  The music wasnt as great The humor was forced Nathan fillion shoe horned in The guards on organic planet looked terrible The cruelty was too much to watch. It had already been implied what had happened to rocket...no need to go this far  The winning formula for the other 2 was pop culture references while this also had them it didnt really land well.  The villain was good and well acted but theres really no need to really drive home the message featuring animal cruelty. While on the subject; the character designs werent great either  Dont take your kids to watch it.,SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw2244388,tt0371746,Ironman more like Iron-LAME,"This review is an attempt at saving your life by persuading you not to see this movie. Single worst effort in film making I've ever seen. Gwyneth Paltrow is gross they should have gotten some hot broad to play that part then I might have gained some semblance of entertainment from this pathetic excuse of a blockbuster. Iron man is the worst super hero ever, hands down. Like I heard the incredible hulk beat him up in a back alley once, and that's how you know your an awful hero. Rumor has it Downy Jr. only got the part because he entered an Iron Lungs contest against Colin Ferrel to see who could smoke more marijuana in a 10 minute time period, and Jr. only won because he secretly laced Ferrel's and he passed out. Iron Man was written by James Favreau's 12 year old son, with the help of that bumbling idiot Toby Mcguire. Mcguire was able to manipulate Favreau's son into creating an even worse flick than spaceman, to prevent spaceman from being the obviously most awful super hero movie ever. Hopefully someone sends out an internet virus and completely wipes out any bootlegged remains of IronLame on the web, and then burns all the remaining copies of the film on the planet so no one else has to subject themselves to that atrocity of a movie.  Don't you dare contribute to Downy Jr's drug addictions by buying this film, if you do your sinning. Don't be a fool use your noodle.  -Yours Truly Jeronomo Joey",SUBJECTIVE,NEGATIVE,0.25,not_sarcastic,positive_negative_conflict
rw1904372,tt0371746,Iron Man is ....................................Zzz,"When I watched the Iron Man trailer, I figured okay this movie will be entertaining and something fun to see. Well I guess I was somewhat right. You could say I was somewhat entertained but I don't know maybe that would be an exaggeration. Characters with 1 dimension. Terrible plot. SPOILER: Terribly developed fight scene between Iron Monger and Iron Man, which just made me sick. The Incredible Hulk was better than this film and much more entertaining. I am still shocked as to how this movie got better reviews than the Hulk, and how it is on the top 250 movie list. If your looking for thrills and chills then I'm not sure you want to see this movie. If you want to see your favorite comic book character in a movie then don't be angry when your in your seat saying ""WTF"".",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, all_caps_emphasis"
rw5592042,tt0371746,Big fragile egos and lots of posing,"I am not a fan of the Iron Man films. They really let the side down for the Marvel films. Iron man is the most irritating character, he has a big fragile ego, acts like a spoiled little boy, is a womaniser and is just a rich poser. I know he is supposed to irritate his audience but I find the Iron man films hard to watch because of this.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw3579819,tt1228705,An Honest Review,"Not the Greatest.  The first one was, by comparison, the greatest, at least thus far. The second one seems hollow.  It does have it's moments, but it's in what it has failed to do that is really the films downfall.  Stark is a narcissistic alcoholic. That is the fact of his character in the comic books and probably why Robert Downey Junior was chosen for the role.  They touched on it in Iron Man, the touched lightly on it in The Avengers. Iron Man two has it as sort of a focus, but rather than making Stark the flawed character, or even as a driving part of the plot, they give him an illness to inspire a YOLO effect as an out.  The movie suffers for it, as a whole. The illness is a cheap sub-plot that was substituted for real demons.  Instead of bringing him over that hill, they never let him cross it, they never let him grow stronger for the experience.  As a result, you have a decent enough plot with a gaping hole of cream-filled uselessness in the center.  Looking back, it's not a bad movie, it could have been great, it just lacked the brass to go there.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw2367890,tt1228705,Conceived and Directed by an Eight Year Old Boy,"NB: Check my profile for my blog address, where I have more film/society reviews.  I hoped that Iron Man 2 would at least be hilariously bad: I was under no illusions - I did not expect that it would be of any credit or worth to mankind, or even the lower species - but I did think that those guilty would have at least managed the bare minimum: acting that gave the impression the actor gave a damn about being there; character development; meaningful (in the context of the film) events and characters; and so forth.  What was delivered made me think that an eight year old boy had conceived and directed the film - or was at least a much-utilised consultant to such an extent that they broke child-labour laws: at one point, believe it or not, two men in metal suits - not robots, mind - had a fight while the Daft Punk song 'Robot Rock' played...is the population full of retards not under the care of the State? Or are their carers actually permitted or encouraged to allow their meagre mental faculties to be abused and atrophied yet further with idiocy such as Iron Man 2, for some abstract reason i'm ignorant of?  The crux of the film was meant to be that main idiot (Robert Downy jr..) was dying, and there was no way to stop it - but there was nothing at all done by the film-makers to convey any sort of tension with regards this critical part of the plot. Alongside this was meant to be some sort of adversarial relationship with Mickey Rourke - but Rourke had about five minutes of screen time in the two-hours this insult to the human race debased existence - including a final showdown with Downy which was as tense as the rest of the film - that is, as tense as a used condom sinking to the bottom of the ocean. Which is where all these criminals should be, really - for the good of us all, including themselves: i'm sure they don't wish to continue hurting their loved ones and society by creating such abhorrence as this.  And if they do: then we have all the justification we need to do away with them.  (Check my profile for my blog address, where I have more film/society reviews.)",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw6095789,tt1228705,Boring Marvel movies...,"Marvel movies are just stereotypical, American action films, with bright, pretty colors. Boring, and sleep worthy, just like the rest of the MCU. It's for simpletons.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw4831010,tt1300854,The worst entry in the MCU,"Following the Avengers Marvel continued it's cinematic universe with Iron Man 3. which showed Iron Man facing off with a terrorist called the Mandarin.  Iron Man 3 had some surprising and intense trailers that showed what seemed to be a dark gritty drama. Unfortunately it all was a lie. First the villain, They use some horrible jokes to undo the character played by Ben Kingsley, the film instead follows a different villain which is lame and not forgettable. The jokes are cringeworthy. The action scenes are not exciting. And worst of all, the plot doesn't fit at all into the rest of the MCU.  I suggest you skip Iron Man 3",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw2788142,tt1300854,A Disappointment - Wait for the DVD,"Shane Black has done to Iron Man what Bret Ratner did to X-Men.   I went to the cinema looking forward to see Ben Kingsley play a ruthless Mandarin. Instead, it all turns out to be a joke, and the Mandarin, Iron-man's arch-nemesis turns out to non-existent. So much for all the hype in the trailers. The writers probably thought they were smart in putting such a drastic plot-twist, but instead I left the cinema feeling deceived and disappointed. As someone already mentioned, they should just have just stuck to the established storyline.  If that wasn't enough, there were a host of other things wrong with this movie. The one-liners got painfully annoying. Loud explosions are expected to compensate for half-thought out action scenes.   The plot was half-baked at best with a lot of holes. First AIM is selling Extremis to the Mandarin, then it turns out he wants to create supply and demand to sell it to the government, and next he's killing the president and ""moving on"". As many others have mentioned, then Iron Man who was able to withstand Thor and his lightening melts in 3000c heat. Warmachine gets disabled because a woman touched his hand. The iron suit, which is supposed to be powered by the arc reactor, a limitless power supply, needs to be charged like your iPhone.  The only part I liked about the movie was the slideshow at the credits.",SUBJECTIVE,NEGATIVE,0.875,sarcastic,"phrase:\bso much for\b, positive_negative_conflict, contrast_flip"
rw2794093,tt1300854,Sad,"This is my first review and I've been nearly member for 4 years or more.  Sorry for my English but I felt the urge to outburst my misery about this production. It is a disaster. I watched it yesterday. First of all it is not a super hero movie, it is mostly a minuscule psychological ""Analyze This"" with a twist of ten year old shrink.  I gave 4 points because I respect the production efforts, that's all.   60 percent of the movie was all about Mr. Stark trying to overcome his panic attacks and i feel totally fooled because of this. Have you watched trailers? The topic was Mandarin all over it. And then a cheap twist about Mandarin being an actor? Come on!!!  Mandarin is one of the most important villains of Marvel Universe, at least an arch-enemy for Ironman. Can you fake Lex Luthor? Can you fake Loki? Can you fake Venom or Dr. Octopuss? No you can't. It has a history. Tons of stories. And then a writer can dare to wipe this all out with the full million dollar support of a studio...  This is the mistake of the studios. You rely on the comic book heritage, the characters, the powers, the design and everything from the written/drawn world, then you decide to betray that whole thing.   The most astounding achievement for Iron Man in this movie (iron man 3) was to save the fallen of the Air Force Plane, the rest was totally illogical, totally boring, totally useless. You need to understand, if you are creating a fantasy world, you set the rules for it to make the world believable and consistent. You can't cross the rules easily. Especially if you'r using technology and real world referenced things in your story. If you step on them you turn the whole story to a hunter story. No one believes it.  Some serious questions about this movie:  1- How did XTREMIS subjects earned super hero powers? Regeneration OK we got it. It was the end game of the whole research program but overheating was the setback, the main problem from the beginning of Maya Hansen's research. It was the reason of subjects going boom. This means that you can't overheat any of your part with your will power without booming yourself. In fact they needed Mr. Stark's genius to solve this problem according to movie! We know a guy from The Fantastic Four who has some kind of this ability(heating his parts whenever he wants) and it consumes tremendous power. Let's pass this question, how come they have super strength? Or agility? They were like super heroes... We know that the armor of Iron Man is physically super strong, with tons of pressure power etc. How come a regenerative body can overcome it?   2- How come the official US Army suit, the one that Colonel James Rhodes used has no tracking signal, a super coded emergency communication line with the main base? Is it that easy to capture a super weapon? Don't play with us...  3- From what I understand Aldrich Killian and his company is expert about human genetics not super-war suits or electronics, and from what I understood neither Killian nor Maya Hansen is as genius as Mr. Stark so Killian can not capture or even move with an Iron Man suit. Everything has a learning span.  4- Let's say that somehow they captured the suit, how did they learn to fly it remotely and with a decent precision while the president sitting in it? What was the command center doing at that time? Christmas vacation? In the end this is the most important mistake of a country losing a president, isn't it?   5- There's a command chain in every army. If you find out the whereabouts of a 'lost president!' you don't call the vice president, you call a special Defcon alarmed SHIELD base or your superior who is a military grade general or someone to mobile some 100s of agents, choppers, jets etc.  6- I am not talking about the nonsense of only 2 men fighting with tons of enemies etc.. etc..  There are lots of things to question this movie but Mandarin was the peak.   In my opinion you have the material to make great movies from these super hero characters that can become legends but instead you are wasting their potentials with lose scripts, great illogical mistakes and disrespectful approach to their saga.  Final word: One more million dollar disappointment.   Note: There are movies like Rambo, Die Hard that we know that the heroes over there showing joke like super performances. But the concept tell you that these people somehow can do that and you believe that. Iron Man saga depends on the genius of a character and mainly the power of a suit. We wanted to watch this instead of Stark roasting enemy heads with a home made glove. That's why it is disappointing.",SUBJECTIVE,NEGATIVE,1.0,sarcastic,"phrase:\bgenius\b, positive_negative_conflict, contrast_flip, multiple_question_marks, exaggerated_punctuation, all_caps_emphasis"
rw7609788,tt9376612,Garbage,In a word this is garbage. Martial Arts films have been done far too much and this one so far over the top it was ridiculous. Disney should not use the Marvel name to disguise a film that fails to represent the Marvel Universe. People who enjoy martial arts in its most ludicrous form will most likely will enjoy this but after a 15 minutes I was so bored by it I could hardly keep my eyes open. Disney is trying to dismantle the Marvel Universe and replace it with the Marvel Mouse Universe.,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7303673,tt9376612,Very Obviously Will Fail at Box Office and For a Good Reason,"It's simply too generic and jokes don't land at all. Not recommending, maybe wait for streaming.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7539010,tt9376612,This movie sucks,"Is this marvel? Or a really bad computer game. Acting was not great, camera work was all over the place. My girlfriend liked the fluffy animals and fight choreography (more like dancing).... I think I now may have brain damage.",SUBJECTIVE,NEGATIVE,0.25,not_sarcastic,positive_negative_conflict
rw4978482,tt6320628,purely for kids,"The worse spiderman movie ever! as we are trying to make fictional movies blend with reality, this movie is clearly for 12yr olds!",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw5513843,tt6320628,Franchise Reboot?,This is by far the worst marvel movie ever. No weight to the story whatsoever. Marvel put out avengers endgame with so many years of planning yet everything feels so disoriented in this one. Nick Fury can't put back together SHIELD when everyone is back from Thanos's snap? And he trust's a complete stranger superhero from another dimension when in previous movies he don't fully trust captain america? Tony gave his security and defense system and protocols to a kid instead of his loving wife who fought beside him in endgame? It's like these bits and pieces from the movie really hard to swallow when you've watched the entire marvel franchise. My best guess is they are trying to reboot the whole franchise for a new generation. It just hurt the eyes to watch this.,SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw5033113,tt6320628,Terribly bad,A million miles from the comic book character. Childish story and childish humour. Terribly bad. How on earth did Marvel let this be made?,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7687927,tt2250912,Worst Spiderman movie ever.,"I don't know where to start, I'm still in shock over how bad this was. It's like it's made for 10-12 year olds, it completely failed to grab my attention, it's two hours and something about nothing. It manages to have a lot going on the screen consistently, and yet it's just plain boring, as everything is just unbelievable and unconvincing.  Finally, I prefer the old Spider-Man over this kid. One big MEH for this one.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw3747611,tt2250912,What even is this?,"I don't know where to start. The movie was awful.   There were no story, no good acting, nothing. The jokes were bad/terrible too.   Everyone in the cinema were sleeping, or playing with popcorn, straws, or talking to each other instead of watching the movie, and this includes 30+ aged people.   I have never watched a more awful movie in my entire life. (I watched it free), but I'm angry about the 8,3 IMDb result.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7989912,tt10872600,Worst Spider-Man Movie,"I do understand that we are watching a Sci-fi movie, totally fantastic one. But, at least it has to have a clear plot, storyline and logical entertainment. The movie is like bringing you here and there without any particular reason. Simply, the movie starts with some kids including Peter want to admit to the university, but they are unsuccessful, because everyone knows Peters identity. Peter goes to Dr. Strange and asks him everyone forget who he was, so he lives a peaceful life. Dr. Strange messed up and brought all these creatures to earth, so they caught all of them and wanted to send them back home. Meanwhile, now Peter is against Dr. Strange because some of them might die, because fate is fate. Peter released them, so I stopped watching this nonsense movie just there. I don't really care if entire world got crazy and think that it's the best movie, for me it's just empty and nonsense movie ever.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw7694391,tt10872600,Spoiler- Why couldn't Dr. Strange erase our memory too?,"Review full of spoilers.  I wish Dr. Strange would have erased the memory of this Spiderman movie on the viewers too.  I can't think of a more stupid plot than this one. Who is the bad guy of this movie? What is the huge adversity our heroes are facing this time?  Plot: Spiderman having a tantrum asks Dr. Strange to put the universe at risk just to get a couple of kids into university. Dr. Strange on his mighty wisdom agrees to this. On top of that they f** up the spell because Peter can't keep bothering and asking for changes to the wizard as if it was a 5 years old asking presents to Santa.  Great, but it gets even more stupid. They caught all the multiversal bad guys and Spiderman acting like the new Jesus tries to be more ethical than all the previous Spiderman and wants to save the villains from previous movies, he doesn't know why or how they died, they could be massive child murderers it doesn't matter because he is on a moral mission to make everything rainbow happiness. Not matter the risk or consequences (like auntie dying, hundreds of innocents dying or the whole city being destroyed with all these new villains running free).  Great idea mixing all the Spiderman movies with the multiverse and getting the original actors to do it. But a stupid weak plot just takes you out of the movie, makes you lose emphathy.  By the way, latest spiderman f** up everything trying to be so morally good that is ridiculous but at the end is about to murder a poor old man out of rage. ..",SUBJECTIVE,NEGATIVE,1.0,sarcastic,"phrase:\bas if\b, positive_negative_conflict, contrast_flip, multiple_question_marks"
rw2604145,tt0848228,Most overrated movie,This is the most overrated movie of this year. There is nothing special in the movie except few humour. The story is pretty old and and we can bow for the special effect.  But the special effect has been wasted for such a movie with no story. Movie such as Darknight has rating of 8.9 which is worth but this movie is not worth for such ratings.  Its a childish story. Please give good ratings for good movies. Movie is worth watching once but surely this is not special movie for such hyper rating.  Hollywood movies of recent days does not have good story but gives more importance to special effect.,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw2647107,tt0848228,A comic and not a relief,"Guess I expected more but shouldn't from a comic book company. I did think that much of the acting was above par and quite good in many instances. However, the poor relationship to obeying or at least extending the laws of physics was just inexcusable. I'll try to precisely explain my sentiments: 1) what's the logic in having an aircraft carrier fly? A runway on a ship that's supposedly capable of flying? If it's possible to make a ship like that fly, then wouldn't it also be possible to have other flying craft that don't need a runway? Get a scientist to review your scripts before hand!  2) The scant one-liners from Robert Downey, Jr's character were annoying at best. Guess he's an ADD/ADHD character trying to appeal to multitude of ADD/ADHD fans?  3) All the hand waving over and around computer screens reminded me of the bad attempt at impressing the viewer that occurred in ""Minority Report"" Make the hand waving meaningful and minimal. If those screens were really needed, then Dr. Banner/Hulk would have gotten some use/knowledge or gained something from all his hand waving over supposedly touch-sensitive screens. Yet, both he and Mr. Downey (and others) seems obsessed with waving their hands around - for what?   I did enjoy Samuel Jackson's character when he responded to the lame navigator's excuse ""the navigation system is reinitializing..."" and he says is the ""Sun up, then put it on your left"" That was the most genuine moment in the whole film.  I expected the superior plot and complexity of ""Thor"" but was sadly disappointed with an rehash of ""Independence"" style special effects and a lame story of alien invaders.   All this mediocrity probably didn't impact the title's earnings. I just won't be so enthused about catching a sequel.   Maybe worth a Netflix or video store rental but not a theater ticket!",SUBJECTIVE,NEGATIVE,0.75,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks, all_caps_emphasis"
rw10668132,tt10676052,Another wooden performance.,"So tired of actors making tons of money and not being able to act. Pedro Pascal, UGH!! He couldn't act his way out of a paper bag! Vanessa Kirby is the same character in every movie. Ebon Moss-Bachrach makes you want to root against him just like in The Last Ship.  Another reboot of this franchise isn't what it needs. It needs great actors, cast properly. I can't see anyone else playing Iron Man (RDJ), or Captain America (Chris Evans) or any of the other characters in the current MCU. These characters, I can see someone else playing The Fantastic 4 cause these 4, horrible and forgettable. And sadly, it looks like they will use these 4 in Doomsday and Secret Wars.  Way to kill the MCU.  Don't waste your money on this movie.",SUBJECTIVE,NEGATIVE,0.375,possible_sarcasm,"positive_negative_conflict, all_caps_emphasis"
rw10665428,tt10676052,Fantastic Bore!,I can't believe this movie is rated so highly. Had I not gone with people I would have left an hour in. This movie was so flat not one attempt at humor worked. A couple running bits had the worst lackluster payoffs. The special effects looked like video game quality from 2015. I really wanted this to be good but unfortunately it didn't deliver on anything. I felt bad for the guy playing human torch because he was pretty good.,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw5354855,tt0800080,Worst thing in the world,Sooooooo bad!!! Waste of a time... please save yourselves the headache,SUBJECTIVE,NEGATIVE,0.125,not_sarcastic,exaggerated_punctuation
rw1894165,tt0800080,political correctness,"This is the most politically correct action film of the last 5 years. There is no story. The American army is evil. All the villains are men who wear medals and ribbons. It is an anti American film to the extreme. They throw in a British army villain because they Hollywood liberals hate the fact that we are allies with London.  No adventures here in this film. Scene after scene of hospital stuff and close ups of bruises. If you like medical scenes than this is the film for you. The film goes down hill fast after a decent Brazil opening. It is obvious that the film is anti military and wastes our time. We thought the new film would not waste so much time on medical stuff like the one a few years ago. This one is worse.  We also get the soap opera father daughter problems. The female lead is a phony sickening sweet annoying person. I seldom criticize female leads but this one is terrible. Lines like ""its OK, I like it"" and her switch from sweetness to her profanity laced tirade against a cab driver are pathetic. She condescends constantly and has an air of knowing all things which is horrible. My least favorite lead in a decade.   The best part of the film was Ed Norton's acting and a decent fight scene at the end. Not enough. The television show was so good and had meaning. The villains are wimps and all soldiers are portrayed as evil or stupid. I am sure that people in other countries will believe that the American Army is truly evil. This is a shame when our real soldiers are nothing like this. This empty hate America film is depressing. Hulk is my least favorite film of last three years.",SUBJECTIVE,NEGATIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw9610626,tt10676048,"Holy ish, this mess is far from enjoyable","Unfortunately the decline of marvel movies continues. There hasn't been anything good labelled marvel since infinity war, and the marvels doesn't change a thing.  Who is this so called movie even for? 4 year olds? It tries to be funny, and fails. It's half a55ed slapstick at best. The actress that plays the kamala girl is unfortunately not that big of a talent, and to add insult to injury, suffers from bad dialogue writing - she babbles and rambles supposed kids/teenage nonsense - it is truly unbearable.  Besides that there are unnecessary annoying characters, in your face slapstick, singing and dancing (anyone else who hates musical episodes?), lazy and uninspired look backs to what has supposedly happened between Captain marvel and this piece of junk.  If you must, give this a chance. Fortunately this movie is super weak from the beginning so that it won't take you long to realize that it's better to skip another marvel movie, yet again.",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw9443929,tt10676048,"Worst film I've ever seen, left cinema couldn't bare it","By far the worst movie I've ever seen and I'm not fussy, I've never left a movie review either but I had to write this in the hope it will save someone from wasting their life watching it.  Terrible special effects, awful acting, cringey jokes, embarrassingly bad fight scenes and a storyline (if you can call it that) to make you want to jump off a bridge.  Even if you were getting paid to watch this movie I would still say no as it's not worth the torture you will have to go through during the experience.  I've never left the cinema early before and never left a review before but I had to after this.   * 30 year old male who usually enjoys action superhero movies and isn't fussy about acting.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw2487547,tt0800369,All flash but no substance,"I have never been a fan of super hero type of films, from Batman to Superman, it is all to much make believe for me! And it is even worse when it has strong comedy overtones, and this film just reeks of it! But don't get me wrong it looks good, its glossy, full of wonderful special effects, I can't fault this film when it comes to the way it looks or tries to get a dumb story line across, what is Hollywood going to do next? they just pump dumb films out one after another, or take a forgotten film that made money some years ago and re-release it.  And again why cast an Aussie in the lead role? what no home grown actors that are out of work in Hollywood, or are they getting these Aussie actors on the cheap? Anyway don't waste your time, but don't waste your cash! just wait 6 months and you will find it real cheap on the shelf of some gas station! A very solid 2 out of 10, and it only gets a 2 due to the good effects, but overall a dumb brain numbing film.",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw2607106,tt0800369,Thor's roid rage,"It seems to me that the studio tested who would be the right team for the upcoming future superhero movies with the Thor in it. Result so far: except Hemsworth, Hiddleston and Hopkins nobody who's work had to do something with this movie should work at another one.  The casting was terrible, the Asgard-fellows ???, Portman as a scientist is so wrong as casting Schwarzenegger as Miss Marple, the rest of her film family-fellows ?, Kat Dennings, is she an actress? (she can't act, that's for sure).  The CGI, O MG, colorful - more colorful - Asgard. Asgard looked like a LSD-trip of Henri Matisse, a convoluted mess of styles, with ornamented overloaded pseudo technology. The design was awful, ALL the action scene CGI's looked very unrealistic due to the obviously very untalented transformation of motion captures. The storm scenes where very poorly executed. Thankfully most of the Frost Giant stuff was kept in a dark blue, so one cannot see the bad CGI so clearly, and, it's cheaper to produce too.  The plot?! Why Frost Giants? Why the epic war nonsense with the Frost Giants? The Result is a plain simple and stupid palace intrigue, one brother against the other, one (the good one) banned by the father whilst the other (the evil one) obtains by fraud the goodwill.  How does Thor get his powers back? Because the hammer decided to fly back to him after he's proofed himself worthy? What did he do, he just got punched in the face by a robot. I do not get it.  Conveniently, in Asgard they speak 21 century English, so there is no language barrier for Thor. He knows what jeans, cars and cell phones are but he's no glue that in a breakfast restaurant there are no body servants at your command. Well you can script a ""funny"" scene around that BS, but every 8 year old could do that, and better! Everything was very predictable, i mean, how would such a intrigue end in every child's mind? The good one wins, the bad get's punished or dies. So here we only have one white hat and one black hat, nothing in between, very simple, very very stupid.  Because of that, the movie quickly becomes very boring. It ends nowhere, who cares about the characters love interests, because there was no character development at all. The sound fx are mediocre, the score is terrible, badly timed and completely overblown.  As the Selvig character said in one scene, Thor had just a roid rage. And now it's over and he's back home again, thank the goods.",SUBJECTIVE,NEGATIVE,0.875,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks, exaggerated_punctuation, all_caps_emphasis"
rw8537665,tt10648342,And another franchise destroyed. Disney strikes again.,"There are so many things wrong with this film, I'm not sure where to start. Bale was good, and Helmsworth did what he could with what he was given, but the script was just so bad.  The screaming goats joke went on way too long. Thor's costume looked ridiculous. Valkyrie being made King, when she's a girl. I guess Queen wasn't good enough? Enough with the rock guy Korg. Korg also tells us a nice little story about how his dad met his other dad (sigh).  Somehow Natalie getting cancer makes her worthy of mjolnir. Thor can now turn other people (including kids here) into other ""Thors"" (when did this happen?). Plus, Thor is a person, not a title to be bestowed onto others.  Then a scene where Zeus removes Thor's clothes and has him naked in a great hall area filled with people. If this had been one of the women characters there would have been backlash. Thor was deconstructed in this movie basically becoming an idiot with powers, not The God of Thunder that he once was. Jane Thor has to save Thor obviously.  I could go on, by why bother. You can see what they did here. Since Disney Phase 4, they have put out only crap (except maybe Mandolorian). They destroyed Star Wars, and now they killed the MCU. Impressive.  Rt/",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw8342581,tt10648342,Overall bad,"Bale, Hemsworth and Portman put up good performances but the rest of the movie was terrible. This is worst MCU movie to date, hands down. To much silliness and not enough actual effort in the script and directing.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
